FID,gid,name,state_name,crops,manure,forest,primmill,secmill,urban,landfill,total
ReAtlas_biomass.1231,1231,Monmouth,New Jersey,4839.336,1.077,1882,3949,3070.037,65623.749,20008.133,100460.648
ReAtlas_biomass.1232,1232,Burlington,New Jersey,16734.856,39.133,1104,584,4515.242,45076.291,28895,97768.396
ReAtlas_biomass.1233,1233,Camden,New Jersey,0,1.714,46,0,3759.53,53891.422,8414.976,66955.211
ReAtlas_biomass.1234,1234,Gloucester,New Jersey,5715.014,54.736,3262,2656,1298.383,26967.483,24339,64713.743
ReAtlas_biomass.1236,1236,Ocean,New Jersey,196.32,0,141,322,2359.231,54735.554,34874,93472.956
ReAtlas_biomass.2349,2349,Perry,Indiana,9240.06,553.551,12259,15210,505.93,2344.996,0,50735.442
ReAtlas_biomass.2350,2350,Warrick,Indiana,47970.346,241.099,20247,0,514.094,6087.249,561.8,91582.395
ReAtlas_biomass.1240,1240,Coos,New Hampshire,0,0,153565,435440,12.247,3576.338,0,592648.337
ReAtlas_biomass.1241,1241,Grafton,New Hampshire,0,0,109565,59022,807.883,9294.353,6573,185397.406
ReAtlas_biomass.1242,1242,Carroll,New Hampshire,0,0,66686,7056,522.259,4782.195,0,79118.66
ReAtlas_biomass.2583,2583,Lucas,Iowa,43022.565,212.617,6237,588,0,1062.605,0,259210.13
ReAtlas_biomass.2845,2845,Morgan,Colorado,107247.013,732.063,0,0,252.965,2861.74,1729.696,112868.407
ReAtlas_biomass.677,677,Roane,Tennessee,0,12.363,12873,26193,12.247,5520.093,5845.161,50541.702
ReAtlas_biomass.1243,1243,Belknap,New Hampshire,0,0,39394,15221,522.259,5738.333,0,60968.731
ReAtlas_biomass.1244,1244,Merrimack,New Hampshire,0,0,39067,33872,1294.301,13582.914,0,88041.477
ReAtlas_biomass.1245,1245,Sullivan,New Hampshire,0,0,46054,31389,803.801,4380.099,0,82693.801
ReAtlas_biomass.1246,1246,Strafford,New Hampshire,0,0,32249,26138,514.094,10982.299,18858,88945.125
ReAtlas_biomass.2847,2847,Yuma,Colorado,363328.892,4362.392,0,0,0,1003.607,0,368711.164
ReAtlas_biomass.720,720,Marion,Tennessee,4254.654,83.979,34502,8749,252.965,3135.251,1527.065,52833.89
ReAtlas_biomass.1247,1247,Hillsborough,New Hampshire,0,0,76380,92028,7234.337,38138.405,12600,227010.501
ReAtlas_biomass.1248,1248,Cheshire,New Hampshire,0,0,395943,200225,1282.054,7527.38,1960,607059.511
ReAtlas_biomass.1249,1249,Rockingham,New Hampshire,0,0,27507,24499,4788.619,27914.557,73.5,85259.461
ReAtlas_biomass.395,395,Swisher,Texas,58258.293,60.245,0,0,244.8,991.429,0,59568.621
ReAtlas_biomass.396,396,Castro,Texas,177467.456,206.338,0,0,0,981.431,0,178668.926
ReAtlas_biomass.397,397,Parmer,Texas,132754.083,15.235,0,0,0,1167.517,0,133953.396
ReAtlas_biomass.403,403,Lamb,Texas,134635.67,1038.009,0,0,4.082,1944.362,0,137646.446
ReAtlas_biomass.404,404,Hale,Texas,177670.175,17.411,0,0,4.082,4025.556,0,181777.749
ReAtlas_biomass.406,406,Floyd,Texas,97122.073,21.764,0,0,0,1016.956,0,98173.643
ReAtlas_biomass.2774,2774,Okaloosa,Florida,2329.431,5.474,18371,16426,546.754,18501.964,14840.797,110282.11
ReAtlas_biomass.2775,2775,Santa Rosa,Florida,11592.222,9.853,38171,14730,775.224,12666.819,1975.974,103271.165
ReAtlas_biomass.2776,2776,Escambia,Florida,7501.012,147.742,31285,50671,1567.678,32444.124,10304.889,152098.681
ReAtlas_biomass.2778,2778,Taylor,Florida,0,8.758,107440,189126,0,2542.013,5462.382,304610.995
ReAtlas_biomass.421,421,Crosby,Texas,60761.652,17.411,0,0,0,941.812,0,61732.57
ReAtlas_biomass.1330,1330,Johnson,Nebraska,30666.308,484.197,223,0,0,492.897,0,249128.266
ReAtlas_biomass.422,422,Lubbock,Texas,89451.029,266.922,0,0,3253.601,26446.036,6388,126206.798
ReAtlas_biomass.423,423,Cochran,Texas,54957.379,8.706,0,0,0,582.541,0,55554.794
ReAtlas_biomass.424,424,Hockley,Texas,82946.614,13.059,0,0,489.6,2623.568,0,86110.404
ReAtlas_biomass.2783,2783,Union,Florida,0,104.137,33355,134378,4.082,1394.274,0,169257.722
ReAtlas_biomass.2784,2784,Bay,Florida,0,0,40610,127733,1053.583,16100.082,6680.905,192422.662
ReAtlas_biomass.429,429,Denton,Texas,23854.725,90.336,0,0,3131.273,47453.445,78433,153678.748
ReAtlas_biomass.2785,2785,Alachua,Florida,799.706,284.99,51377,37561,1567.678,23061.332,2081.079,117093.195
ReAtlas_biomass.431,431,Collin,Texas,58476.657,57.058,0,0,3535.142,53763.686,21885,141644.087
ReAtlas_biomass.1448,1448,Buncombe,North Carolina,0,222.203,15169,14414,2293.913,21346.926,11022,65027.411
ReAtlas_biomass.1449,1449,Johnston,North Carolina,29274.808,6745.924,54116,101052,1800.23,12568.884,6172.761,233057.347
ReAtlas_biomass.1450,1450,Haywood,North Carolina,0,190.784,23755,103199,505.93,5629.182,4328,137714.934
ReAtlas_biomass.1451,1451,Beaufort,North Carolina,93967.073,2129.031,84379,24928,996.43,4805.018,1358.819,216965.058
ReAtlas_biomass.432,432,Haskell,Texas,60611.329,30.47,0,0,0,927.348,0,61579.221
ReAtlas_biomass.439,439,Lynn,Texas,60600.879,6.529,0,0,0,885.696,0,61503.935
ReAtlas_biomass.440,440,Terry,Texas,77408.764,6.529,0,0,0,1371.829,0,78808.224
ReAtlas_biomass.2798,2798,Orange,Florida,0,21.896,2046,0,10288.044,93881.284,28713.461,136432.879
ReAtlas_biomass.2800,2800,Pasco,Florida,0,1160.199,8208,9632,885.449,36487.068,0,56942.818
ReAtlas_biomass.445,445,Cass,Texas,0,237.058,151768,97600,497.765,3726.036,0,256862.065
ReAtlas_biomass.2802,2802,Polk,Florida,0,677.426,6892,12218,4547.902,50739.806,12397.161,88272.512
ReAtlas_biomass.2803,2803,Brevard,Florida,0,37.223,1472,3924,2568.19,49487.845,18393.38,76670.131
ReAtlas_biomass.2806,2806,Pinellas,Florida,0,0,0,1776,6988.781,96125.609,8120.161,114534.314
ReAtlas_biomass.2719,2719,Appling,Georgia,16045.695,1544.411,35649,282281,269.294,2326.472,0,339837.51
ReAtlas_biomass.450,450,Tarrant,Texas,3307.75,26.117,0,0,13786.589,157558.904,47532,224602.828
ReAtlas_biomass.451,451,Dallas,Texas,7583.65,23.941,0,0,22469.314,238626.138,77854,350479.775
ReAtlas_biomass.2720,2720,Randolph,Georgia,20483.34,188.684,40896,0,4.082,1019.106,0,94147.439
ReAtlas_biomass.2721,2721,Chatham,Georgia,0,0,8483,247224,2028.701,26216.469,1576.84,285912.724
ReAtlas_biomass.2722,2722,Turner,Georgia,13674.713,79.609,11064,0,4.082,1112.476,0,54592.714
ReAtlas_biomass.2723,2723,Ben Hill,Georgia,10688.549,313.855,22573,222180,8.165,1879.559,0,265091.122
ReAtlas_biomass.2724,2724,Worth,Georgia,33512.271,153.451,34836,0,0,2452.269,0,112266.102
ReAtlas_biomass.457,457,Dawson,Texas,74664.85,8.706,0,0,0,1883.253,0,76581.587
ReAtlas_biomass.458,458,Jones,Texas,35827.257,67.194,0,0,0,2869.882,15709.561,54508.264
ReAtlas_biomass.459,459,Gaines,Texas,127031.043,15.235,0,0,0,1827.567,0,128897.768
ReAtlas_biomass.462,462,Upshur,Texas,0,602.46,38968,52620,4.082,4066.182,0,96319.081
ReAtlas_biomass.463,463,Marion,Texas,0,10.882,63647,0,248.882,1266.956,0,65191.812
ReAtlas_biomass.2725,2725,Wayne,Georgia,8710.731,106.686,50296,102416,40.824,3218.902,0,168577.992
ReAtlas_biomass.2726,2726,Coffee,Georgia,22616.466,4597.333,26212,324,742.565,4385.08,0,97074.369
ReAtlas_biomass.466,466,Harrison,Texas,0,69.645,73710,62992,522.259,7221.609,0,144618.218
ReAtlas_biomass.467,467,Smith,Texas,0,84.88,63360,0,3000.636,19144.308,7023.236,93261.205
ReAtlas_biomass.468,468,Gregg,Texas,0,13.059,18183,0,791.554,12699.669,23408.161,55279.619
ReAtlas_biomass.2728,2728,Irwin,Georgia,28377.873,180.542,15278,0,0,1249.159,0,77124.342
ReAtlas_biomass.2730,2730,Lee,Georgia,19295.058,5.124,11140,0,20.412,2842.979,0,63069.825
ReAtlas_biomass.2745,2745,Miller,Georgia,39908.923,218.883,11694,0,4.082,686.183,0,57742.656
ReAtlas_biomass.484,484,Navarro,Texas,30702.244,110.997,0,0,501.847,5214.026,840.84,69794.416
ReAtlas_biomass.486,486,Hill,Texas,92292.137,338.889,0,0,40.824,3746.902,0,137437.267
ReAtlas_biomass.2748,2748,Glynn,Georgia,0,0,34354,279070,1000.512,7989.913,0,322526.155
ReAtlas_biomass.2749,2749,Decatur,Georgia,39071.456,129.365,41486,49290,257.047,3398.967,0,162996.608
ReAtlas_biomass.489,489,Cherokee,Texas,0,519.146,74172,136095,2457.965,5469.821,1764,220854.463
ReAtlas_biomass.2750,2750,Grady,Georgia,24411.078,1021.899,35120,0,501.847,2724.942,0,96287.577
ReAtlas_biomass.2751,2751,Thomas,Georgia,17377.322,524,36803,102426,1004.594,5048.199,0,194813.46
ReAtlas_biomass.2752,2752,Seminole,Georgia,33333.01,23.69,6174,0,0,1279.523,0,50193.463
ReAtlas_biomass.2754,2754,Lowndes,Georgia,6297.015,122.001,24630,282978,2004.206,10537.977,7847.161,346391.311
ReAtlas_biomass.2756,2756,Camden,Georgia,0,0,49877,0,510.012,4966.293,0,55425.508
ReAtlas_biomass.2757,2757,Brooks,Georgia,26271.564,1564.422,29246,0,4.082,1859.183,0,110481.454
ReAtlas_biomass.496,496,Anderson,Texas,1072.936,106.645,44242,0,8.165,6287.43,0,51911.724
ReAtlas_biomass.2758,2758,Jackson,Florida,24197.524,200.123,68311,95358,4.082,5394.353,8839.864,303669.326
ReAtlas_biomass.2759,2759,Holmes,Florida,2794.057,151.807,34075,479,252.965,2107.115,0,107212.14
ReAtlas_biomass.2760,2760,Walton,Florida,2729.574,30.948,34471,0,277.459,4846.808,0,87770.225
ReAtlas_biomass.508,508,McLennan,Texas,63045.832,376.743,0,0,1779.818,23952.015,8867,102006.909
ReAtlas_biomass.510,510,Limestone,Texas,12151.064,119.703,0,0,0,2642.859,0,51321.552
ReAtlas_biomass.2677,2677,Jenkins,Georgia,9219.119,511.57,18115,0,4.082,1194.167,0,50155.961
ReAtlas_biomass.2678,2678,Bibb,Georgia,343.171,56.05,11954,32491,1555.43,18358.71,9303.161,75039.936
ReAtlas_biomass.2681,2681,Harris,Georgia,0,139.119,35800,24173,16.33,3091.932,0,65186.456
ReAtlas_biomass.2683,2683,Emanuel,Georgia,6024.248,239.493,43882,87847,514.094,2438.294,0,204492.497
ReAtlas_biomass.2684,2684,Johnson,Georgia,2986.178,89.158,27948,0,0,1010.994,0,51165.003
ReAtlas_biomass.2685,2685,Laurens,Georgia,11658.825,443.947,44235,136776,53.071,5277.93,0,244421.483
ReAtlas_biomass.525,525,Falls,Texas,70622.153,134.572,0,0,12.247,2178.511,0,79340.847
ReAtlas_biomass.2695,2695,Macon,Georgia,10881.497,3162.763,9267,108245,257.047,1694.539,0,187473.23
ReAtlas_biomass.2697,2697,Dodge,Georgia,9280.717,297.624,36742,48801,244.8,2333.255,0,138157.743
ReAtlas_biomass.2700,2700,Taylor,Georgia,1468.708,851.095,21804,0,0,1129.187,7917.058,50189.181
ReAtlas_biomass.2701,2701,Toombs,Georgia,6168.796,207.251,24946,50771,252.965,3346.926,0,106534.509
ReAtlas_biomass.2703,2703,Tattnall,Georgia,10998.754,3806.975,25644,0,489.6,3124.065,0,63418.195
ReAtlas_biomass.2705,2705,Dooly,Georgia,32176.323,478.181,11846,0,0,1511.297,0,100925.531
ReAtlas_biomass.532,532,Bell,Texas,57486.788,119.056,0,0,1298.383,26308.843,840.84,95494.023
ReAtlas_biomass.533,533,Newton,Texas,0,6.529,96486,102387,489.6,1620.265,0,201014.317
ReAtlas_biomass.534,534,Jasper,Texas,0,23.941,107988,188768,257.047,4462.95,0,301994.268
ReAtlas_biomass.535,535,Polk,Texas,0,30.47,101226,147273,244.8,4784.986,0,253627.274
ReAtlas_biomass.2708,2708,Webster,Georgia,4524.936,93.42,21578,151690,0,256.929,0,183721.073
ReAtlas_biomass.2709,2709,Stewart,Georgia,1874.829,163.771,63079,0,244.8,836.939,0,72103.01
ReAtlas_biomass.2710,2710,Sumter,Georgia,23644.42,893.816,29279,0,771.142,4022.956,0,123521.962
ReAtlas_biomass.2711,2711,Telfair,Georgia,6801.652,120.375,30593,0,8.165,1449.435,0,71439.045
ReAtlas_biomass.2712,2712,Wilcox,Georgia,14000.672,612.38,35408,0,16.33,1103.602,0,74386.745
ReAtlas_biomass.542,542,Tyler,Texas,0,21.764,115947,0,252.965,2425.227,0,118681.469
ReAtlas_biomass.543,543,Walker,Texas,1429.26,131.872,50752,151414,257.047,6911.428,0,211199.128
ReAtlas_biomass.2713,2713,Liberty,Georgia,0,0,44943,0,4.082,6986.298,0,52282.924
ReAtlas_biomass.2714,2714,Crisp,Georgia,14702.441,521.42,18777,78826,252.965,2455.387,0,134764.309
ReAtlas_biomass.2715,2715,Long,Georgia,226.523,105.23,60707,0,0,1198.477,0,62278.763
ReAtlas_biomass.2717,2717,Jeff Davis,Georgia,10294.459,628.213,34328,101231,734.4,1545.111,0,152287.579
ReAtlas_biomass.2718,2718,Terrell,Georgia,31028.277,17.132,15492,0,252.965,1270.073,0,135763.096
ReAtlas_biomass.549,549,Williamson,Texas,70845.812,55.36,0,0,2322.49,27598.111,5693.737,116623.194
ReAtlas_biomass.2628,2628,Fulton,Georgia,0,3.074,24004,0,10973.455,87903.571,43561.72,167795.168
ReAtlas_biomass.2629,2629,Gwinnett,Georgia,0,423.124,12939,2233,10598.162,64620.845,25910.99,117698.179
ReAtlas_biomass.2633,2633,Cobb,Georgia,0,0,6489,1084,7332.314,66695.95,0,82606.241
ReAtlas_biomass.2670,2670,Lamar,Georgia,915.571,673.859,10790,192561,12.247,1892.127,0,207295.686
ReAtlas_biomass.2582,2582,Monroe,Iowa,46955.611,381.574,6101,0,0,917.584,0,205216.426
ReAtlas_biomass.2584,2584,Mills,Iowa,137599.879,147.219,1398,0,0,1591.219,0,166795.199
ReAtlas_biomass.2585,2585,Montgomery,Iowa,159460.787,319.012,78,52,0,1395.671,0,250881.905
ReAtlas_biomass.2586,2586,Adams,Iowa,108365.531,484.014,2122,0,0,553.072,0,278442.313
ReAtlas_biomass.586,586,Bexar,Texas,12969.004,162.23,0,0,7666.927,149833.195,38039,210973.706
ReAtlas_biomass.1642,1642,Worth,Missouri,20443.71,240.907,1264,0,0,253.993,0,184560.875
ReAtlas_biomass.2590,2590,Page,Iowa,137858.185,504.335,111,0,16.33,2023.317,0,275053.597
ReAtlas_biomass.2591,2591,Van Buren,Iowa,69648.215,458.117,3071,0,244.8,805.453,256.922,237330.748
ReAtlas_biomass.2592,2592,Taylor,Iowa,118113.088,347.194,5472,0,4.082,808.458,0,444375.588
ReAtlas_biomass.2593,2593,Davis,Iowa,61951.292,1166.538,1996,7878,4.082,971.735,0,315578.201
ReAtlas_biomass.2594,2594,Ringgold,Iowa,81144.345,1460.481,5309,0,0,745.656,0,425749.572
ReAtlas_biomass.2595,2595,Decatur,Iowa,55929.446,379.302,18394,0,0,987,0,317447.513
